"review","rating","sentiment","review_processed","document_no","dominant_topic","Label","topic_perc_contrib","keywords","Text"
"Saya kecewa sama shopee, saya kemaren mau narik dana dr shopeepay saya ke rek. bank itu sampe hari ini blm masuk (estimasi 1-7 hr krj ditulis) Yg saya kecewakan knp hrs nunggu segitu lama buat mindahin duit doang, gak kaya gopay atau dana yg itunganny cm brp detik doang lngsung msuk...itu duit gw nyangkut dmn dlu gitu, kesel mo buru2 jd gk bisa, jaman udh serba instan ini msh ad aj yg lama ?? hadehhh",3,1,kemaren narik dana shopeepay rek bank sampe estimasi hr krj tulis hrs nunggu mindahin duit kaya dana itunganny brp detik lngsung msuk duit nyangkut dmn kesel mo buru jaman serba instan msh hadehhh,506,0,,0.7042,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['kemarin', 'narik', 'dana', 'shopeepay', 'rek', 'bank', 'sampai', 'estimasi', 'hari', 'krj', 'tulis', 'harus', 'tunggu', 'mindahin', 'duit', 'kaya', 'dana', 'itunganny', 'berapa', 'detik', 'lngsung', 'msuk', 'duit', 'nyangkut', 'dmn', 'kesel', 'mau', 'buru', 'jaman', 'serba', 'instan', 'masih', 'hadehhh']"
Shoppe tanamnya eror gabisa kebuka Dan game shoppe lain gabisa kebuka,3,1,shoppe tanam eror game shoppe,717,0,,0.7,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['shoppe', 'tanam', 'eror', 'game', 'shoppe']"
"Sekarang jadi unicorn tukang sunat dana refund, ya.",1,0,unicorn tukang sunat dana refund,283,0,,0.6998,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['unicorn', 'tukang', 'sunat', 'dana', 'refund']"
"Susah chek out, d instal ulang malah g bs..!!?",3,1,susah chek out instal ulang,570,0,,0.6987,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['susah', 'chek', 'out', 'install', 'ulang']"
Apakah lagi ada gangguan ? Ko saya mau melakukan pembayaran (paket data) gak bisa� munculnya kata PEMBAYARAN ?,2,0,ganggu bayar paket data muncul bayar,351,0,,0.6964,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['ganggu', 'bayar', 'paket', 'data', 'muncul', 'bayar']"
Pengiriman lamaaaaaa bangetttt .kalah sama lapak sebelah,3,1,kirim lamaaaaaa bangetttt kalah belah,574,0,,0.6953,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['kirim', 'lamaaaaaa', 'bangetttt', 'kalah', 'belah']"
IT nya parah...kerjasama nya dgn costumer ga baik..janji 3hari utk complain tp nelp berkali kali tetap ga ada solusi,1,0,it kerjasama costumer janji utk complain nelp solusi,22,0,,0.6902,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['it', 'kerjasama', 'costumer', 'janji', 'untuk', 'complain', 'nelp', 'solusi']"
Bagus sih tapi semakin kesini kek makin jelek aja Kemarin� dapet voucher bisa di gunain tapi sekarang gk bisa Tolong yah pihak shoppe.. saya benar-benar membutuhkannya,3,1,kesini kek kemarin voucher gunain tolong shoppe butuh,489,0,,0.6895,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['kesini', 'seperti', 'kemarin', 'voucher', 'gunain', 'tolong', 'shoppe', 'butuh']"
Singkron gx ka saldo shopeefood driver dengan akun shope,3,1,singkron gx ka saldo shopeefood driver akun shope,471,0,,0.6889,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['singkron', 'gx', 'kakak', 'saldo', 'shopeefood', 'driver', 'akun', 'shope']"
Tokopedia saya udah lama tidak bisa di buka lagi karena nomor hp untuk login sudah tidak aktif.. sudah beberapa kali menghubungi pihak tokpedia tidak juga di tanggapi Bagai mana solusinya,1,0,nomor hp login aktif hubung tokpedia tanggap solusi,286,0,,0.6882,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['nomor', 'handphone', 'login', 'aktif', 'hubung', 'tokpedia', 'tanggap', 'solusi']"
Yang punya toko tidak merespon malah suruh nunggu 5 hari gila gk mana udah bayar,2,0,toko merespon suruh nunggu bayar,234,0,,0.6864,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['toko', 'merespon', 'suruh', 'tunggu', 'bayar']"
tdk semua barang gratis ongkirr,3,1,barang gratis ongkirr,572,1,,0.55,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['barang', 'gratis', 'ongkirr']"
"Kenapa klo pake spaylater di tlpnin mulu kayak rentenir, padahal saya udah pelanggan lama yg apa2 belinya pake spaylater dan belum pernah sekalipun terlambat bayar meskipun habis sampai 7jtan sebulan, sarannya jika belum pernah terlambat dalam pembayaran mohon utk tidak menelpon setiap saat, karen itu sangat2 mengganggu pekerjaan saya, masak iya seminggu sebelum jatuh tempo udah di tlpnin mulu sampek 10x sehari, tolong di perbaiki... Meskipun udah bayar kadang masih ada aja yg nlpn",3,1,pake spaylater tlpnin mulu kayak rentenir langgan beli pake spaylater bayar habis jtan saran bayar utk telpon karen ganggu masak minggu jatuh tempo tlpnin mulu sampek tolong bayar kadang nlpn,632,0,,0.6816,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['pakai', 'spaylater', 'tlpnin', 'melulu', 'kayak', 'rentenir', 'langgan', 'beli', 'pakai', 'spaylater', 'bayar', 'habis', 'jtan', 'saran', 'bayar', 'untuk', 'telpon', 'karen', 'ganggu', 'masak', 'minggu', 'jatuh', 'tempo', 'tlpnin', 'melulu', 'sampek', 'tolong', 'bayar', 'kadang', 'nlpn']"
"Maaf dana saya kok tidak dikembalikan ya?! 143k total belanja 188k lalu saya cancel dan yang dikembalikan hanya 45k saja, yang 143k blm dikembalikan, tetapi di sistem ada keterangan pengembalian dana berhasil, saya coba hubungi CS no respon?! Anda kembalikan kemana dana saya?",1,0,maaf dana total belanja cancel sistem terang dana hasil hubung cs no respon dana,28,0,,0.6796,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['maaf', 'dana', 'total', 'belanja', 'cancel', 'sistem', 'terang', 'dana', 'hasil', 'hubung', 'customer service', 'no', 'respon', 'dana']"
saran aja adain tombol buat report toko yg suka nipu klo bisa ban skalian dri lazada,3,1,saran adain tombol report toko nipu ban skalian,770,0,,0.6778,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['saran', 'adain', 'tombol', 'report', 'toko', 'tipu', 'ban', 'sekalian']"
tolong sediakan isi ulang saldo driver grab yang 50.000 dong soalnya semua driver sekarang lagi pada sepi,5,2,tolong sedia isi ulang saldo driver driver sepi,820,0,,0.6772,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['tolong', 'sedia', 'isi', 'ulang', 'saldo', 'driver', 'driver', 'sepi']"
"Saya top up e toll brizzi lewat TOPED tgl 27 juni 21 100k, tdk masuk saldonya, sdh komplin via email dan chatting.. yg hrs menyertakan bukti saldo deposit, info saldo, dst yg tentunya susah didapat.. krn biasanya update saldo via fitur nfc di hp. Hasil tetep gagal.. Saya ke cs BRI infonya hrs pihak toped yg konfirm ke BRI.. balik lagi ke toped.. dg komplin lagi.. minta syarat lagi.. hadeww.. ini sdh 2 bln tanpa kejelasan.. kenapa DIPERSULIT..!!!!!!???? sdg sdh jelas uang saya sdh kepotong.. !!!",2,0,up toll brizzi tgl juni saldo komplin via email chatting hrs bukti saldo deposit info saldo susah update saldo via fitur nfc hp hasil tetep gagal cs bri info hrs konfirm bri komplin syarat hadeww bln sulit sdg uang potong,169,0,,0.6733,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['up', 'toll', 'brizzi', 'tanggal', 'juni', 'saldo', 'komplain', 'via', 'email', 'chatting', 'harus', 'bukti', 'saldo', 'deposit', 'informasi', 'saldo', 'susah', 'update', 'saldo', 'via', 'fitur', 'nfc', 'handphone', 'hasil', 'tetep', 'gagal', 'customer service', 'bri', 'informasi', 'harus', 'konfirm', 'bri', 'komplain', 'syarat', 'hadeww', 'bulan', 'sulit', 'sdg', 'uang', 'potong']"
"Selamat sore ijin bertanya, berapa lama proses penarikan reksa dana Bukalapak saya masuk ke rekening. Saya sudah proses penarikan dari tanggal 24-11-2021 jam 17.48. mohon konfirmasinya",1,0,sore ijin proses tari reksa dana rekening proses tari jam konfirmasi,204,0,,0.6733,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['sore', 'ijin', 'proses', 'tari', 'reksa', 'dana', 'rekening', 'proses', 'tari', 'jam', 'konfirmasi']"
Sangat buruk dari shopie food dah oder makanan dah di kompir masi resto bahkan saya dah kompir masi dleper tapi dah 2 jam lebih makanan gak kujung diantar padahal lokasi resto dekat dleper juga gak bisa di hubungin tolerasi nya gimana di chensel gak bisa,1,0,shopie food oder makan kompir resto kompir dleper jam makan kujung lokasi resto dleper hubungin tolerasi chensel,138,0,,0.6679,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['shopie', 'food', 'oder', 'makan', 'kompir', 'resto', 'kompir', 'dleper', 'jam', 'makan', 'kujung', 'lokasi', 'resto', 'dleper', 'hubungin', 'tolerasi', 'chensel']"
Ini kenapa ya kok akun saya hilang padahal gak saya apa apain itu saya lagi pesan barang Lo pas saya mau masuk lagi kok gak bisa pas buat akun lagi kok keapus juga tolong jelas kan,3,1,akun hilang apain pesan barang lo pas pas akun keapus tolong,538,0,,0.6663,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['akun', 'hilang', 'apain', 'pesan', 'barang', 'kamu', 'pas', 'pas', 'akun', 'keapus', 'tolong']"
woy .ini kenapa barang belum sampe tapi udah dikolom sudah diterima ? yang bener aja woyy.saya ga nerima sama sekali. niat jualan nda sih ? olshop macam apa ini. saya udah bayar woy. makan duit haram klean. emang ga seberapa tapi dimohon itikad baiknyaa .,1,0,barang sampe kolom bener woyy nerima niat jual olshop bayar makan duit haram klean itikad baiknyaa,12,0,,0.6661,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['barang', 'sampai', 'kolom', 'benar', 'woyy', 'nerima', 'niat', 'jual', 'olshop', 'bayar', 'makan', 'duit', 'haram', 'klean', 'itikad', 'baiknyaa']"
Kak bagaimana cara membuka kembali akun shopepay yang di blokir?????? Soalnya masih ada saldo saya?????? Emang baru pertama kali mencoba melakukan metode pembayaran lewat shopepay. Gara-gara salah memasukkan pin Tolong solusinya secepatnya kak??????,3,1,akun shopepay blokir saldo metode bayar shopepay gara gara salah pin tolong solusi cepat,732,0,,0.6635,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['akun', 'shopepay', 'blokir', 'saldo', 'metode', 'bayar', 'shopepay', 'gara', 'gara', 'salah', 'pin', 'tolong', 'solusi', 'cepat']"
"Tolong buat admin bantu saya, akun saya di pakai orang untuak berjualan chip domino ! Akun asli saya RAMADHAN JUNAIDI . dan akun disana pakai nomor hape yang saya pakai sekarang . Tolong buat admin dibantu. Saya kirim email gak ada respon .",1,0,tolong admin bantu akun pakai untuak jual chip domino akun asli ramadhan junaidi akun pakai nomor hape pakai tolong admin bantu kirim email respon,209,0,,0.6629,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['tolong', 'admin', 'bantu', 'akun', 'pakai', 'untuak', 'jual', 'chip', 'domino', 'akun', 'asli', 'ramadhan', 'junaidi', 'akun', 'pakai', 'nomor', 'handphone', 'pakai', 'tolong', 'admin', 'bantu', 'kirim', 'email', 'respon']"
Ada kendala apa ped? Saya mau belanja kog trs kendala dan tunggu beberapa saat lagi. Tolong segera perbaiki lah,3,1,kendala ped belanja kog trs kendala tunggu tolong,743,0,,0.6629,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['kendala', 'ped', 'belanja', 'kok', 'terus', 'kendala', 'tunggu', 'tolong']"
payleter hilang bingung mau byr tagihan..dpt tlp lewat tf...jaman skrg bnyk bgt penipuan..tolong donk lazada kasih solusinya,1,0,payleter hilang bingung byr tagih tlp tf jaman skrg bnyk tipu tolong solusi,352,0,,0.6616,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['payleter', 'hilang', 'bingung', 'bayar', 'tagih', 'telepon', 'transfer', 'jaman', 'sekarang', 'banyak', 'tipu', 'tolong', 'solusi']"
"saya kecewa terhadap toko pedia,sebab untuk penguna baru hadiah nya tidak bisa di ambil,dan sesudah di klik order di batalkan otomatis oleh pihak nya,buat kalian jngn pernah ambil itu produk 0rupiah,kalau gak mau sebel",2,0,toko penguna hadiah ambil klik order batal otomatis jngn ambil produk rupiah sebel,221,0,,0.6554,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['toko', 'penguna', 'hadiah', 'ambil', 'klik', 'order', 'batal', 'otomatis', 'jngn', 'ambil', 'produk', 'rupiah', 'sebel']"
Dah males ngurusin nya mendingan ditutup akun nya pindah ke yang lain yang ga ribet,1,0,males ngurusin mending tutup akun pindah ribet,378,0,,0.6502,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['males', 'ngurusin', 'lebih baik', 'tutup', 'akun', 'pindah', 'ribet']"
"Saya kasih bintang 1..krn mungkin kalau saya kasih bintang. Iklan Google play ini berhenti dari aplikasi lazada ku.. Sangat menjengkelkan. Setiap detik selalu muncul iklan ini... Tolong berhenti kn yoooo,,,,",1,0,bintang bintang iklan google play henti aplikasi jengkel detik muncul iklan tolong henti kn yoooo,105,0,,0.6499,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['bintang', 'bintang', 'iklan', 'google', 'play', 'henti', 'aplikasi', 'jengkel', 'detik', 'muncul', 'iklan', 'tolong', 'henti', 'kan', 'yoooo']"
"Tolong dong saya mau bayar pesanan ngk bisa�, kode pembayaran nya ngk muncul�, padahal internet lancar terus udah coba ganti pke wifi juga masih sama. Gmna mau bayar gt",3,1,tolong bayar pesan ngk kode bayar ngk muncul internet lancar ganti pke wifi bayar,752,0,,0.6495,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['tolong', 'bayar', 'pesan', 'ngk', 'kode', 'bayar', 'ngk', 'muncul', 'internet', 'lancar', 'ganti', 'pke', 'wifi', 'bayar']"
Knp sopiepay saya blm bisa dpt meminjm ya..kslhn Ap klw bgtu,5,2,sopiepay meminjm kslhn ap bgtu,963,0,,0.6485,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['sopiepay', 'meminjm', 'kslhn', 'apa', 'bgtu']"
"Sejak gw make aplikasi ini gw nyaman� aja gk ada kendala apapun enjoy� aja tapi sekarang toped kok kayak gini ya, Gw mau buka toko muncul tulisan download lagi diproses setelah gw tunggu eh malah muncul tulisan ada error di rumah toped gw nunggu sia� terus daritadi gw mau buka kupon yg gw punya juga sama gw jadi kecewa sama Tokopedia .(Tolong untuk pihak developer tanggapi ulasan saya ini) Kalo NGGAK gw mau pindah ke Shopee aja lah gw juga punya bukti screenshot Nya, Gw masuk ke Toped care sama.",1,0,make aplikasi nyaman kendala enjoy kayak gin toko muncul tulis download proses tunggu muncul tulis error rumah nunggu sia daritadi kupon tolong developer tanggap ulas pindah bukti screenshot care,267,0,,0.647,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['pakai', 'aplikasi', 'nyaman', 'kendala', 'enjoy', 'kayak', 'gin', 'toko', 'muncul', 'tulis', 'unduh', 'proses', 'tunggu', 'muncul', 'tulis', 'error', 'rumah', 'tunggu', 'sia', 'daritadi', 'kupon', 'tolong', 'developer', 'tanggap', 'ulas', 'pindah', 'bukti', 'screenshot', 'care']"
"Ogah banget buka aplikasi JD.id mau login aja susah nya minta ampun padahal jaringan penuh,mending ke toko sebelah gak ribet,ma'af ya jd.id kita gak berjodoh.",1,0,aplikasi login susah ampun jaring penuh mending toko belah ribet af jodoh,139,0,,0.646,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['aplikasi', 'login', 'susah', 'ampun', 'jaring', 'penuh', 'lebih baik', 'toko', 'belah', 'ribet', 'af', 'jodoh']"
Tiket emas saya hilang semua yg harusnya diumumin tanggal 20 Desember 2021,3,1,tiket emas hilang diumumin desember,701,0,,0.6444,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['tiket', 'emas', 'hilang', 'diumumin', 'desember']"
"ANEH BETT SHOPEE,UDH BAYAR SPAYLATER SEBELUM JATUH TEMPO,TAPI DITELPONIN TRS ANEH ANEHH",1,0,aneh bett bayar spaylater jatuh tempo ditelponin trs aneh anehh,343,0,,0.6437,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['aneh', 'bett', 'bayar', 'spaylater', 'jatuh', 'tempo', 'ditelponin', 'terus', 'aneh', 'anehh']"
Kepada pihak sopi jangan iklan kan sopi di hp saya saya lagi maen jadi kalah tolol,1,0,iklan hp maen kalah,34,0,,0.6419,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['iklan', 'handphone', 'main', 'kalah']"
Iklan kesini mulu satt,1,0,iklan kesini mulu satt,158,0,,0.6418,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['iklan', 'kesini', 'melulu', 'satt']"
"TOP UP GAK MASUK E MONEY DIBILANG MASUK, MANAJEMEN BURUK SHOPEE",1,0,up money bilang manajemen,2,0,,0.6401,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['up', 'money', 'bilang', 'manajemen']"
Akun saya di nonaktifkan tanpa angin dan hujan,1,0,akun nonaktif angin hujan,264,0,,0.64,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['akun', 'nonaktif', 'angin', 'hujan']"
Banyak yg jualnya nipu..hati hati aja,1,0,jual nipu hati hati,318,0,,0.64,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['jual', 'tipu', 'hati', 'hati']"
Selalu gangguan ketika menghubungkan akun dana.,2,0,ganggu hubung akun dana,401,0,,0.6399,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['ganggu', 'hubung', 'akun', 'dana']"
"maaf saya kasih turun bintang 1 saja pembaruan sekarang makin parah masak nomor telpon yg awal tidak bisa masuk lagi kurangajar aplikasi shopee ini makin parah, pindah saja di lapak lain ahhhh..",1,0,maaf turun bintang masak nomor telpon kurangajar aplikasi pindah ahhhh,377,0,,0.6398,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['maaf', 'turun', 'bintang', 'masak', 'nomor', 'telpon', 'kurangajar', 'aplikasi', 'pindah', 'ahhhh']"
"Cara dapet layanan shopee pinjem gmana ya min, blz ya",2,0,layan pinjem gmana blz,262,0,,0.639,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['layan', 'pinjem', 'bagaimana', 'blz']"
Dana yg masuk ke jd balance sampai sekarang gak bisa di tarik. Saat memasukkan rekening selalu gak bisa. Parah,1,0,dana balance tarik rekening,379,0,,0.6389,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['dana', 'balance', 'tarik', 'rekening']"
"sangat menarik dan bermanfaat,tapi insentif saya belom cair",5,2,tarik insentif bom cair,986,0,,0.6388,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['tarik', 'insentif', 'bom', 'cair']"
Knp akun shopee lama saya hilang.. Ga bisa log in lg..,3,1,akun hilang log lg,794,0,,0.6387,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['akun', 'hilang', 'log', 'lagi']"
Cantumkan Alamat susah. Voucher gk Jelas. Gak bisa melihat toko.gk ada fitur chat nya. GK bisa hapus Akun. Itu minus nya. Plus nya Ori dan murah. Kesimpulan nya lebih bagus Shopee Jelas dan sistematis.,1,0,cantum alamat susah voucher toko fitur chat hapus akun minus plus ori murah simpul sistematis,398,0,,0.6384,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['cantum', 'alamat', 'susah', 'voucher', 'toko', 'fitur', 'chat', 'hapus', 'akun', 'minus', 'plus', 'asli', 'murah', 'simpul', 'sistematis']"
Kok pas aku mau pengiriman selalu aja ada tulisan maaf coba beberapa saat lagii itu mksdnya apa sihh gondok kliii pdhl jaringan fulll semua nya bisa tiba pngrmn ga bisaa kenpa sihhh,3,1,pas kirim tulis maaf mksdnya sihh gondok kliii pdhl jaring fulll pngrmn bisaa kenpa sihhh,607,0,,0.6344,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['pas', 'kirim', 'tulis', 'maaf', 'mksdnya', 'sihh', 'gondok', 'kliii', 'pdhl', 'jaring', 'fulll', 'pngrmn', 'bisaa', 'kenpa', 'sihhh']"
"Sering banget ke back sendiri, loadingnya lama, tolong dongg diperbaiki. Padahal udah di upgrade masih aja gitu, bikin sebel aja",2,0,back loadingnya tolong dongg upgrade bikin sebel,69,0,,0.6329,"toko, bayar, tolong, akun, pakai, tipu, shoppe, saldo, bintang, pas","['back', 'loadingnya', 'tolong', 'dongg', 'upgrade', 'bikin', 'sebel']"
