"review","rating","sentiment","review_processed","document_no","Label","dominant_topic","topic_perc_contrib","keywords","Text"
"Banyak Seller yg tulis harganya bikin Bingung Misalnya : Gambarnya Redmi 10s, tapi harganya Redmi 9C. Sebaiknya Gambar Redmi 10s Harganya jg Harga Redmi 10s. Jangan digabung. Thanks",3,1,seller tulis harga bikin bingung gambar redmi harga redmi gambar redmi harga jg harga redmi gabung,460,,0,0.5323,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['seller', 'tulis', 'harga', 'bikin', 'bingung', 'gambar', 'redmi', 'harga', 'redmi', 'gambar', 'redmi', 'harga', 'juga', 'harga', 'redmi', 'gabung']"
"Belanja aman dan menyenangkan. Topup tanpa biaya admin harga murah terjangkau, pengiriman cepat, namun ongkir agak mahal sih",5,2,belanja aman topup biaya admin harga murah jangkau kirim cepat ongkir mahal,996,,0,0.5318,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['belanja', 'aman', 'topup', 'biaya', 'admin', 'harga', 'murah', 'jangkau', 'kirim', 'cepat', 'ongkir', 'mahal']"
Sulit belanja di sini.klo pkae cod nya mhn di permudah dong...,1,0,sulit belanja pkae cod mhn mudah,436,,0,0.4838,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['sulit', 'belanja', 'pkae', 'cod', 'mohon', 'mudah']"
"Punya bonus sampai 400ribuan,tapi gak bisa dipakai...kirain bonus itu bisa buat belanja produk2,nyatanya cuma buat hiasan saja...tanpa bonus juga masih sama harga nya...jadi jangan mubazir kasih kasih saldo bonus dadakan kalau cuma buat pencitraan saja.",1,0,bonus ribu pakai kirain bonus belanja produk hias bonus harga mubazir saldo bonus dada citra,458,,0,0.5271,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['bonus', 'ribu', 'pakai', 'kirain', 'bonus', 'belanja', 'produk', 'hias', 'bonus', 'harga', 'mubazir', 'saldo', 'bonus', 'dada', 'citra']"
Sangat membantu jualan dan berbelanja online,5,2,bantu jual belanja online,918,,0,0.5248,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['bantu', 'jual', 'belanja', 'online']"
Aku merasa aman belanja di shope daripada di olshop dan lebih menariknya ada cashbacknya ??,5,2,aman belanja olshop tarik cashbacknya,802,,0,0.5221,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['aman', 'belanja', 'olshop', 'tarik', 'cashbacknya']"
"Utk jasa kirim Shopee expres bisa di perbaiki lagi, karna sering terlalu lama dalam prosesnya....",3,1,utk jasa kirim expres proses,461,,0,0.5129,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['untuk', 'jasa', 'kirim', 'expres', 'proses']"
"Oke bgt ,cepat,gratis ongkir nya di banyakin ya biar belanja terus kak sukses selalu mksh kak",5,2,cepat gratis ongkir banyakin belanja sukses mksh,815,,0,0.5092,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['cepat', 'gratis', 'ongkir', 'banyakin', 'belanja', 'sukses', 'mksh']"
"Lemot banget sih aplikasinya, suka ngefreeze padahal sinyal storage aman.. huh",1,0,lot aplikasi ngefreeze sinyal storage aman huh,27,,0,0.5067,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['lemot', 'aplikasi', 'ngefreeze', 'sinyal', 'storage', 'aman', 'huh']"
Pengirimannya tolong lebih dipercepat,3,1,kirim tolong cepat,637,,0,0.5014,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['kirim', 'tolong', 'cepat']"
Tolong yah pengirimannya lebih cepat,3,1,tolong kirim cepat,526,,0,0.5013,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['tolong', 'kirim', 'cepat']"
Kalau bisa ongkirnya di bikin lebih murah,3,1,ongkirnya bikin murah,638,,0,0.5009,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['ongkir', 'bikin', 'murah']"
terimakasih bukalapak yg telah memberikan ilmu dan bimbingan untuk memajukan skill anak bangsa. maju terus bukalapak :D,5,2,ilmu bimbing maju skill anak bangsa maju,917,,0,0.4983,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['ilmu', 'bimbing', 'maju', 'skill', 'anak', 'bangsa', 'maju']"
Dipermudah proses pendaftaran,3,1,mudah proses daftar,639,,0,0.4976,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['mudah', 'proses', 'daftar']"
Kerja tim penilai produk tidak profesional. Diskriminatif. Sangat mengecewakan,1,0,tim nilai produk profesional diskriminatif,39,,0,0.4975,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['tim', 'nilai', 'produk', 'profesional', 'diskriminatif']"
Tokopedia di bobol ya? Pasword aman tp data2 gimana?,1,0,bobol pasword aman data,300,,0,0.4975,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['bobol', 'pasword', 'aman', 'data']"
kok kmi nggk terpilih ya jdi spaylater sya bisa blnja byarnya bulan depan ..,3,1,kmi nggk pilih spaylater sya blnja byarnya,659,,0,0.4975,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['kmi', 'nggk', 'pilih', 'spaylater', 'sya', 'blnja', 'byarnya']"
Iklan nya nyebelin anj,1,0,iklan nyebelin,3,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['iklan', 'sebal']"
Lama lama shopee suka keluar sendri tolong dong di perbaiki lagi biar lebih nyaman,1,0,sendri tolong nyaman,111,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['sendri', 'tolong', 'nyaman']"
Ini barangx asli apa palsu?,1,0,barangx asli palsu,376,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['barangx', 'asli', 'palsu']"
Jangan di dowload akun ku dibajak,1,0,dowload akun bajak,432,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['dowload', 'akun', 'bajak']"
gak bisa gabung promo grab/gojek ke same day,3,1,gabung promo same day,479,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['gabung', 'promo', 'same', 'day']"
Bagussssss sekaliii dan sangat membantu pkoknya,5,2,bagussssss sekaliii bantu pkoknya,601,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['bagussssss', 'sekaliii', 'bantu', 'pkoknya']"
"Paylater nya gk naek2,padahal udah sering belanja",3,1,paylater naek belanja,626,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['paylater', 'naek', 'belanja']"
ENAK BISA BLANJA ONLEN POKOK NYA DONGLOD DEH,3,1,blanja onlen donglod,632,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['belanja', 'onlen', 'donglod']"
sangat baik cuma masih ada produk yang belum tersedia. mohon di tambah lagi,3,1,produk sedia,707,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['produk', 'sedia']"
Biayanya murah,3,1,biaya murah,767,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['biaya', 'murah']"
Terpecaya dan aman,3,1,terpecaya aman,789,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['terpecaya', 'aman']"
"Puuuuuaaaaaassss banget,tp banyakin lagi ongkir nya",5,2,puuuuuaaaaaassss banyakin ongkir,827,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['puuuuuaaaaaassss', 'banyakin', 'ongkir']"
Kebutuhan jadi murah,5,2,butuh murah,860,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['butuh', 'murah']"
Pelayanan terpecaya,5,2,layan terpecaya,880,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['layan', 'terpecaya']"
"profesional,cepat,tepat trampil",5,2,profesional cepat trampil,886,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['profesional', 'cepat', 'trampil']"
terjamin & terpecaya,5,2,jamin terpecaya,893,,0,0.4951,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['jamin', 'terpecaya']"
"Dng pembayaran cod , kami percaya barang akan dikirim dengan baik, kami puas dgn jaminan yg diberikan shoppy",5,2,dng bayar cod percaya barang kirim jamin shoppy,811,,0,0.4809,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['dng', 'bayar', 'cod', 'percaya', 'barang', 'kirim', 'jamin', 'shoppy']"
"Aplikasi ny bagus bgt, memudahkan buat belanja online, menyenangkan jg, sangat mudah buat di gunakan, yg lain hrs download sii, aplikasi belanja online nomor satu di Indonesia",5,2,aplikasi ny mudah belanja online jg mudah hrs download sii aplikasi belanja online nomor indonesia,828,,0,0.4704,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['aplikasi', 'ny', 'mudah', 'belanja', 'online', 'juga', 'mudah', 'harus', 'unduh', 'sii', 'aplikasi', 'belanja', 'online', 'nomor', 'indonesia']"
"Sudah berkali-kali beli gadget disini terbukti ori, pengiriman aman dan cepat. Beli kebutuhan baby juga harganya sangat bersaing dengan toko2 retail ternama. Situs belanja online paling terpercaya dibandingkan olshop yang lain menurut saya. Good JD.ID!",5,2,beli gadget bukti ori kirim aman cepat beli butuh baby harga saing toko retail nama situs belanja online percaya banding olshop,800,,0,0.4645,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['beli', 'gadget', 'bukti', 'asli', 'kirim', 'aman', 'cepat', 'beli', 'butuh', 'baby', 'harga', 'saing', 'toko', 'retail', 'nama', 'situs', 'belanja', 'online', 'percaya', 'banding', 'olshop']"
"Saya senang dg shopee, karna harga barangnya banyak yg terjangkau dan cepet nyampe,tapiiii sekarang aku kecewa,,,shopee sudah tidak melayani COD lagi ,alasan barang di batalkan,padahal kita tunggu barangnya,tak pernah ada...",3,1,harga barang jangkau cepet nyampe tapiiii layan cod alas barang batal tunggu barang,644,,0,0.457,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['harga', 'barang', 'jangkau', 'cepat', 'nyampe', 'tapiiii', 'layan', 'cod', 'alas', 'barang', 'batal', 'tunggu', 'barang']"
Mantul aplikasi nya..terbantu sekali khusus untuk blanja barang dsini,5,2,aplikasi bantu blanja barang dsini,989,,0,0.4446,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['aplikasi', 'bantu', 'belanja', 'barang', 'dsini']"
Saya sudah mengikuti pelatihan prakerja dan memilih bukalapak untuk kelanjutan bisnis online saya. Tinggal prakteknya aja nanti. Thx bukalapak udh fast respon untuk pembelian vouchernya.,5,2,latih pilih bisnis online tinggal praktek fast respon beli vouchernya,821,,0,0.4443,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['latih', 'pilih', 'bisnis', 'online', 'tinggal', 'praktek', 'fast', 'respon', 'beli', 'vouchernya']"
Hebat banget murah dan terpercaya barang yang nak ku beli ternyata mahal ya gak murah yaitu ps,5,2,hebat murah percaya barang nak beli mahal murah ps,926,,0,0.4354,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['hebat', 'murah', 'percaya', 'barang', 'nak', 'beli', 'mahal', 'murah', 'ps']"
Alhamdulillah selalu puas belanja apa pun dsini.. Apalagi kebutuhan rumah tangga komplit pngiriman juga cepet2 trs. Terus pertahankan ke nyaman custemer,5,2,belanja dsini butuh rumah tangga komplit pngiriman cepet trs tahan nyaman custemer,838,,0,0.4326,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['belanja', 'dsini', 'butuh', 'rumah', 'tangga', 'komplit', 'pngiriman', 'cepat', 'terus', 'tahan', 'nyaman', 'custemer']"
"Benar benar mengecewakan?? Padahal saya baru pertama kali mencoba belanja di Lazada.. Dua kali pesan disini lama sekali prosesnya huff , dan semua gagal percobaan pengirimannnnnnn dan terus berulang sudah berminggu Huhhh . setelah ini saya ga akan belanja disini langsung pindah ke sebelah yang dulu saya pakek , pengirimannya cepat baik .. Hadehhh gmana nih lazada sekarang!!!!!",1,0,belanja pesan proses gagal pengirimannnnnnn ulang minggu huhhh belanja pindah belah pakek kirim cepat hadehhh gmana,340,,0,0.423,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['belanja', 'pesan', 'proses', 'gagal', 'pengirimannnnnnn', 'ulang', 'minggu', 'huhhh', 'belanja', 'pindah', 'belah', 'pakek', 'kirim', 'cepat', 'hadehhh', 'bagaimana']"
"Kecewa besarrr!!!!!! Saya pelanggan pertama kali belanja di jd.id .Bukannya seneng eh malahhh server eror,masa mau belanja ini sistem bilang ""silahkan coba lagi"" padahal pelanggan yang lain bisa knp saya gk bisa!!!!!!!!.Alhasil gk ada yang bisa dibeli.Tolong diperbaiki sistemnya,klo gk dibenerin saya kapok belanja di jd.id!!",1,0,besarrr langgan belanja neng malahhh server eror belanja sistem bilang silah langgan alhasil beli tolong sistem dibenerin kapok belanja,155,,0,0.414,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['besarrr', 'langgan', 'belanja', 'neng', 'malahhh', 'server', 'eror', 'belanja', 'sistem', 'bilang', 'silah', 'langgan', 'alhasil', 'beli', 'tolong', 'sistem', 'dibenerin', 'kapok', 'belanja']"
"Hati2 dalam ber belanja banyak toko yg jualan tidak sesuai dengan apa yg di-posting dan meski murah kalau barang tidak sesuai kebutuhan justru hanya menghambur2kan uang,keluar uang tapi barang tidak bisa digunakan sesuai kebutuhan.",1,0,hati ber belanja toko jual sesuai posting murah barang sesuai butuh hambur uang uang barang sesuai butuh,200,,0,0.3914,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['hati', 'ber', 'belanja', 'toko', 'jual', 'sesuai', 'posting', 'murah', 'barang', 'sesuai', 'butuh', 'hambur', 'uang', 'uang', 'barang', 'sesuai', 'butuh']"
"Ga jelas Ngajuin SPaylater ga prnh di acc , padahal sering belanja dsni , payah",1,0,ngajuin spaylater prnh acc belanja dsni,189,,0,0.391,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['ngajuin', 'spaylater', 'pernah', 'acc', 'belanja', 'dsni']"
Awal2 bgus ... pengiriman cepat .. skrang lambat skli .. Dan kenapa Lazdapayletter tdak bisa d gunakan ???,3,1,bgus kirim cepat skrang skli lazdapayletter tdak,757,,0,0.3774,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['bgus', 'kirim', 'cepat', 'skrang', 'skli', 'lazdapayletter', 'tdak']"
Praktis klu ada yg dibutuhkan,1,0,praktis klu butuh,215,,0,0.3322,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['praktis', 'klu', 'butuh']"
"Bisa dong di buat biar lebih mudah menghapus notif2 lama, biar nggak satu2 ngapusnya.",3,1,mudah hapus notif ngapusnya,729,,0,0.3322,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['mudah', 'hapus', 'notif', 'ngapusnya']"
baru pertama nyoba udh dapet diskon mantep deh buat Tokopedia mksh yaaa :). (????),3,1,nyoba diskon mantep mksh yaaa,660,,0,0.3256,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['coba', 'diskon', 'mantap', 'mksh', 'yaaa']"
Terimksh bukalapk. Berjln dgn lncar,3,1,terimksh bukalapk berjln lncar,517,,0,0.25,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['terimksh', 'bukalapk', 'berjln', 'lncar']"
Sering logout sendiri heran dah ??,3,1,logout heran,661,,0,0.25,"belanja, mudah, cepat, barang, murah, online, aplikasi, kirim, harga, aman","['logout', 'heran']"
"Baru mau pake tokopedia lagi tapi pas mau masuk akun yang dulu ditolak terus karena verifikasi nomor telepon, sedangkan nomor telepon yang lama sudah tidak aktif, setelah diajukan penggantian nomor pun ditolak karena mungkin tidak memiliki bukti pembayaran yang diinginkan -karena pesan terakhir kali di aplikasi ini sudah lama sekali dan bukti pembayarannya pun sudah hilang-",3,1,pake pas akun tolak verifikasi nomor telepon nomor telepon aktif aju ganti nomor tolak milik bukti bayar pesan aplikasi bukti bayar hilang,748,1,1,0.9986,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['pakai', 'pas', 'akun', 'tolak', 'verifikasi', 'nomor', 'telepon', 'nomor', 'telepon', 'aktif', 'aju', 'ganti', 'nomor', 'tolak', 'milik', 'bukti', 'bayar', 'pesan', 'aplikasi', 'bukti', 'bayar', 'hilang']"
"tiap ngasih promo bayar tagihan kaya yg g niat, pas jam nya transaksi selalu terjadi ksalahan terus... capcay dahhhhh coba klo g pake promo, lanjar zayaaaaaa...",1,0,ngasih promo bayar tagih kaya niat pas jam transaksi ksalahan capcay dahhhhh pake promo lanjar zayaaaaaa,283,1,1,0.9973,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['beri', 'promo', 'bayar', 'tagih', 'kaya', 'niat', 'pas', 'jam', 'transaksi', 'ksalahan', 'capcay', 'dahhhhh', 'pakai', 'promo', 'lanjar', 'zayaaaaaa']"
"Shopee tolong dong Jangan tagihin aku terus, kAn aku sudah melunasi dan harusnya tidak ada tagihan hutang lagi tapi ini kenapa ada tagihannya dan rincian pembelian sama juga totalan tagihan juga sama dgn yg saya bayarkan. Tolong aktifin pembayaran pelunasan saya., Saya sudah bayar",1,0,tolong tagihin lunas tagih hutang tagih rincian beli total tagih bayar tolong aktifin bayar lunas bayar,296,1,1,0.9973,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['tolong', 'tagihin', 'lunas', 'tagih', 'hutang', 'tagih', 'rincian', 'beli', 'total', 'tagih', 'bayar', 'tolong', 'aktifin', 'bayar', 'lunas', 'bayar']"
"Halo kak saya sudah mengisi ulasan kok di bilang belom ya kak. Bagaimana nih kelanjutan prakerja saya. Udah pembelian nya ilang juga di topup&tagihan. Tolong tindak lanjutnya dong kak, TERIMAKASIH!",5,2,isi ulas bilang bom beli ilang topup tagih tolong tindak,956,1,1,0.997,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['isi', 'ulas', 'bilang', 'bom', 'beli', 'hilang', 'topup', 'tagih', 'tolong', 'tindak']"
Sangat kecewa sekali Saya sebagai penjual sangat merasa dirugikan Awalnya saya kasih bintang 5 terpaksa saya rubah jadi bintang 1 Sangat merugikan penjual,1,0,jual rugi bintang paksa rubah bintang rugi jual,255,1,1,0.9963,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['jual', 'rugi', 'bintang', 'paksa', 'rubah', 'bintang', 'rugi', 'jual']"
Di chat via akulaku ga direspon.. Di chat via jd.id putus ditengah jalan ..,1,0,chat via akulaku direspon chat via putus jalan,364,1,1,0.9963,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['chat', 'via', 'akulaku', 'respon', 'chat', 'via', 'putus', 'jalan']"
Maaf knapa pas daftar ribet bgt y padahal akun baru pake no baru imel baru knapa masukny akun lama,3,1,maaf pas daftar ribet akun pake no imel masukny akun,696,1,1,0.9963,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['maaf', 'pas', 'daftar', 'ribet', 'akun', 'pakai', 'no', 'imel', 'masukny', 'akun']"
